Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
29,No,Non-Travel,Research & Development,1,1,Technical Degree,1,208,4,Male,3,2,Manufacturing Director,3,Married,43190,1,Y,No,13,3,1,80,1,10,1,3,10,7,0,9
51,No,Travel_Rarely,Research & Development,7,4,Medical,1,211,2,Male,2,2,Manufacturing Director,3,Married,61320,2,Y,No,17,3,3,80,0,10,2,3,1,0,0,0
58,No,Travel_Rarely,Research & Development,9,3,Medical,1,214,2,Female,2,1,Research Scientist,2,Married,33460,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0
40,No,Travel_Rarely,Sales,4,4,Marketing,1,215,3,Male,2,3,Sales Executive,4,Married,108550,7,Y,No,11,3,1,80,1,15,2,2,12,11,2,11
34,No,Travel_Frequently,Sales,2,4,Marketing,1,216,3,Female,3,1,Sales Representative,3,Married,22310,6,Y,No,18,3,4,80,1,6,3,3,4,3,1,2
22,No,Travel_Rarely,Research & Development,19,1,Medical,1,217,3,Male,3,1,Research Scientist,4,Married,23230,1,Y,No,24,4,1,80,2,2,6,3,2,2,2,2
27,No,Non-Travel,Research & Development,9,3,Medical,1,218,4,Male,3,1,Research Scientist,2,Divorced,20240,6,Y,No,18,3,4,80,1,6,1,1,2,2,2,2
28,No,Travel_Rarely,Research & Development,21,3,Medical,1,221,3,Male,3,1,Research Scientist,4,Married,27130,1,Y,No,11,3,3,80,1,5,2,1,5,2,0,2
57,No,Travel_Rarely,Research & Development,24,2,Science,1,223,3,Male,4,3,Healthcare Representative,4,Divorced,94390,3,Y,Yes,16,3,2,80,1,12,2,1,5,3,1,4
27,No,Non-Travel,Research & Development,3,3,Medical,1,224,3,Male,2,1,Research Scientist,3,Divorced,25660,1,Y,Yes,15,3,4,80,1,1,2,2,1,1,0,1
50,No,Travel_Rarely,Research & Development,11,3,Science,1,226,3,Female,3,5,Manager,2,Single,199260,3,Y,No,15,3,2,80,0,21,5,3,5,4,4,4
41,No,Travel_Rarely,Research & Development,14,3,Science,1,227,1,Male,3,1,Research Scientist,3,Divorced,24510,4,Y,No,12,3,1,80,1,13,2,3,9,8,1,8
30,No,Travel_Rarely,Sales,5,3,Science,1,228,2,Female,3,3,Sales Executive,4,Married,94190,2,Y,No,12,3,3,80,1,12,2,3,10,9,7,4
38,No,Travel_Rarely,Sales,1,4,Science,1,230,1,Female,2,2,Sales Executive,4,Single,86860,4,Y,No,22,4,3,80,0,12,2,4,8,3,0,7
32,No,Travel_Rarely,Research & Development,6,5,Science,1,231,3,Male,3,1,Research Scientist,3,Single,30380,3,Y,No,20,4,1,80,0,8,2,3,5,4,1,4
27,No,Travel_Rarely,Research & Development,17,3,Technical Degree,1,233,3,Male,3,1,Research Scientist,2,Married,30580,0,Y,Yes,16,3,4,80,1,6,3,2,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,1,Technical Degree,1,235,3,Female,1,1,Sales Representative,1,Single,23250,0,Y,No,21,4,1,80,0,1,5,4,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,2,Medical,1,238,4,Male,3,1,Laboratory Technician,2,Single,20880,4,Y,No,12,3,3,80,0,13,3,2,8,7,7,2
30,No,Non-Travel,Research & Development,9,3,Medical,1,239,3,Male,3,2,Laboratory Technician,1,Divorced,30720,1,Y,No,11,3,3,80,2,12,4,3,12,9,6,10
45,No,Travel_Rarely,Sales,4,2,Science,1,240,3,Female,3,2,Sales Executive,1,Divorced,50060,4,Y,Yes,11,3,1,80,1,9,3,4,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,3,Science,1,241,3,Female,3,1,Research Scientist,1,Divorced,42570,4,Y,Yes,18,3,3,80,1,19,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,3,Science,1,242,3,Male,3,1,Research Scientist,4,Single,25000,0,Y,No,14,3,1,80,0,4,2,4,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,3,Science,1,243,2,Male,2,1,Laboratory Technician,4,Single,11020,1,Y,No,22,4,3,80,0,1,3,2,1,0,1,0
46,No,Travel_Rarely,Sales,1,2,Marketing,1,244,2,Female,3,3,Sales Executive,1,Divorced,104530,1,Y,No,25,4,3,80,3,24,2,3,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,2,Science,1,245,3,Female,3,1,Laboratory Technician,4,Single,22880,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,1,Medical,1,246,3,Female,3,1,Research Scientist,4,Married,39290,8,Y,Yes,23,4,3,80,1,7,0,3,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,2,Medical,1,247,4,Female,3,1,Research Scientist,2,Single,23110,2,Y,No,15,3,4,80,0,9,3,3,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,2,Marketing,1,248,2,Female,3,1,Sales Representative,2,Single,31400,1,Y,Yes,22,4,4,80,0,4,5,2,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,3,Medical,1,249,3,Male,2,1,Laboratory Technician,3,Married,36900,2,Y,No,15,3,4,80,1,5,2,2,3,2,0,2
53,No,Travel_Rarely,Research & Development,13,2,Medical,1,250,4,Female,4,2,Manufacturing Director,1,Divorced,44500,1,Y,No,11,3,3,80,2,5,3,3,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,3,Medical,1,252,4,Female,3,1,Research Scientist,2,Married,27560,1,Y,No,13,3,4,80,1,8,5,3,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,1,Medical,1,253,4,Female,3,5,Manager,3,Married,190330,1,Y,No,14,3,2,80,1,21,2,3,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,4,Medical,1,254,3,Male,4,5,Research Director,2,Single,187220,8,Y,No,11,3,4,80,0,36,3,3,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,1,Science,1,256,4,Male,2,2,Manufacturing Director,3,Married,95470,1,Y,No,17,3,3,80,0,10,2,2,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,3,Medical,1,258,4,Female,3,4,Healthcare Representative,2,Single,137340,3,Y,No,18,3,3,80,0,21,6,3,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,4,Science,1,259,3,Male,2,5,Manager,3,Married,199990,0,Y,No,14,3,1,80,1,34,5,3,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,3,Medical,1,260,4,Female,3,1,Research Scientist,2,Single,22790,1,Y,No,16,3,4,80,0,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,2,Science,1,261,2,Male,2,2,Manufacturing Director,3,Married,59160,3,Y,Yes,13,3,1,80,0,8,1,3,1,0,0,1
43,No,Non-Travel,Research & Development,7,3,Medical,1,262,4,Male,4,1,Research Scientist,4,Divorced,20890,4,Y,No,14,3,4,80,3,7,3,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,2,Medical,1,264,1,Male,2,4,Manager,4,Married,167920,9,Y,No,23,4,4,80,1,22,1,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,3,Science,1,267,2,Male,4,1,Research Scientist,1,Married,35640,1,Y,Yes,12,3,1,80,1,8,3,2,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,3,Medical,1,269,2,Female,3,2,Laboratory Technician,2,Single,44250,5,Y,No,11,3,4,80,0,10,5,3,6,2,1,2
42,No,Non-Travel,Research & Development,21,2,Medical,1,270,3,Female,3,2,Manufacturing Director,3,Divorced,52650,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,4,Science,1,271,4,Male,3,2,Manufacturing Director,3,Married,65530,9,Y,No,14,3,2,80,0,14,3,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,3,Technical Degree,1,273,4,Male,3,2,Manufacturing Director,4,Married,62610,3,Y,No,18,3,1,80,1,9,3,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,1,Technical Degree,1,274,3,Male,2,2,Manufacturing Director,1,Married,42980,5,Y,No,19,3,3,80,1,6,1,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,4,Science,1,275,4,Male,3,2,Manufacturing Director,4,Divorced,68040,1,Y,Yes,15,3,1,80,2,7,0,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,4,Medical,1,277,4,Male,3,1,Research Scientist,3,Divorced,38150,1,Y,Yes,17,3,4,80,1,5,4,4,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,2,Medical,1,281,3,Male,3,2,Laboratory Technician,4,Married,27410,8,Y,Yes,15,3,3,80,1,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,1,Medical,1,282,2,Male,3,2,Healthcare Representative,1,Married,66730,7,Y,Yes,19,3,2,80,0,17,2,3,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,3,Marketing,1,283,2,Female,3,3,Sales Executive,4,Married,76390,1,Y,No,22,4,4,80,3,10,3,2,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,3,Science,1,284,4,Male,4,1,Research Scientist,2,Divorced,23280,1,Y,Yes,16,3,1,80,1,4,2,2,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,1,Medical,1,286,2,Female,3,1,Laboratory Technician,4,Single,21530,1,Y,No,13,3,1,80,0,8,2,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,5,Science,1,287,4,Male,2,2,Healthcare Representative,4,Married,48760,9,Y,No,14,3,4,80,1,5,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,4,Medical,1,288,4,Male,3,3,Healthcare Representative,1,Divorced,93960,7,Y,No,16,3,3,80,1,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,4,Medical,1,291,4,Male,1,3,Sales Executive,4,Married,104000,1,Y,No,11,3,3,80,0,14,2,2,14,8,9,8
30,No,Non-Travel,Research & Development,1,1,Science,1,292,3,Male,2,3,Manufacturing Director,3,Single,84740,1,Y,No,22,4,3,80,0,12,2,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,3,Science,1,293,4,Female,3,2,Sales Executive,3,Single,99810,1,Y,No,14,3,4,80,0,7,2,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,4,Science,1,296,2,Male,2,3,Research Director,2,Married,124900,5,Y,No,16,3,4,80,2,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,3,Technical Degree,1,297,4,Female,3,1,Research Scientist,1,Single,26570,5,Y,Yes,11,3,3,80,0,8,5,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,3,Science,1,298,4,Female,3,3,Manager,4,Single,135910,3,Y,Yes,18,3,3,80,0,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,4,Marketing,1,299,3,Female,2,2,Sales Executive,1,Single,66960,5,Y,No,15,3,3,80,0,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,3,Technical Degree,1,300,3,Male,3,1,Research Scientist,3,Single,20580,0,Y,No,14,3,4,80,0,7,1,2,6,2,1,5
45,No,Non-Travel,Sales,6,3,Medical,1,302,4,Female,2,3,Sales Executive,4,Single,88650,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8
54,No,Travel_Rarely,Sales,3,3,Marketing,1,303,4,Female,3,2,Sales Executive,1,Married,59400,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,2,Science,1,304,4,Male,3,2,Laboratory Technician,2,Single,59140,8,Y,No,16,3,4,80,0,16,3,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,4,Medical,1,305,3,Female,2,1,Research Scientist,2,Married,26220,6,Y,No,21,4,4,80,0,7,3,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,3,Other,1,306,2,Male,3,3,Research Director,4,Divorced,121850,1,Y,Yes,14,3,3,80,3,10,1,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,3,Science,1,307,1,Male,3,3,Sales Executive,3,Divorced,106090,0,Y,No,12,3,3,80,2,17,6,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,4,Medical,1,308,3,Male,1,2,Manufacturing Director,3,Married,43450,0,Y,No,12,3,4,80,1,6,2,3,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,3,Science,1,309,3,Male,2,1,Research Scientist,4,Married,21770,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0
37,No,Travel_Frequently,Sales,4,4,Marketing,1,311,1,Male,3,1,Sales Representative,4,Divorced,27930,4,Y,No,17,3,3,80,1,13,2,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,1,Medical,1,312,2,Female,3,3,Sales Executive,4,Married,79180,1,Y,No,14,3,4,80,1,11,5,3,11,10,4,1
35,No,Travel_Frequently,Sales,1,3,Marketing,1,314,3,Female,3,3,Sales Executive,3,Single,87890,1,Y,No,14,3,1,80,0,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,1,Medical,1,315,3,Male,2,1,Research Scientist,4,Single,23890,1,Y,Yes,13,3,3,80,0,4,3,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,3,Science,1,316,3,Female,2,1,Laboratory Technician,4,Single,32120,7,Y,No,15,3,2,80,0,6,3,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,2,Technical Degree,1,319,3,Male,3,5,Manager,4,Married,192320,1,Y,No,11,3,4,80,0,22,3,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,2,Medical,1,321,2,Male,3,1,Human Resources,3,Married,22670,8,Y,No,17,3,4,80,0,7,2,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,4,Medical,1,323,4,Female,3,5,Manager,4,Divorced,195170,3,Y,No,11,3,3,80,1,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,3,Medical,1,325,3,Male,3,1,Laboratory Technician,4,Married,24360,5,Y,Yes,13,3,3,80,1,8,2,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,3,Marketing,1,327,4,Female,3,4,Manager,4,Married,160640,5,Y,Yes,22,4,3,80,1,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,2,Science,1,328,1,Female,3,1,Laboratory Technician,1,Married,27070,7,Y,No,20,4,1,80,0,13,3,4,9,7,1,7
52,No,Non-Travel,Sales,2,4,Science,1,329,1,Male,2,5,Manager,3,Single,190680,1,Y,Yes,18,3,4,80,0,33,2,4,33,7,15,12
32,No,Travel_Rarely,Sales,4,2,Science,1,330,3,Female,3,1,Sales Representative,2,Married,39310,2,Y,No,11,3,1,80,1,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,3,Science,1,331,4,Male,2,1,Laboratory Technician,3,Single,37300,0,Y,Yes,14,3,4,80,0,4,2,1,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,4,Medical,1,332,3,Female,3,1,Laboratory Technician,3,Divorced,22320,7,Y,No,14,3,3,80,3,7,1,3,3,2,1,2
32,No,Non-Travel,Sales,26,4,Marketing,1,333,3,Male,3,2,Sales Executive,4,Married,44650,0,Y,No,18,3,1,80,0,4,2,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,2,Science,1,334,3,Male,3,2,Research Scientist,1,Divorced,30720,2,Y,No,16,3,1,80,2,17,2,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,2,Technical Degree,1,335,1,Male,3,2,Research Scientist,4,Divorced,33190,1,Y,No,17,3,1,80,2,9,3,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,3,Other,1,336,3,Male,4,5,Manager,4,Married,192020,0,Y,No,11,3,3,80,1,25,2,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,4,Medical,1,337,2,Male,3,3,Research Director,3,Divorced,136750,9,Y,No,12,3,1,80,1,9,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,4,Science,1,338,3,Female,2,1,Research Scientist,4,Married,29110,1,Y,No,13,3,3,80,1,2,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,4,Science,1,339,4,Male,2,2,Manufacturing Director,1,Married,59570,6,Y,No,13,3,2,80,1,13,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,2,Medical,1,340,3,Female,2,1,Research Scientist,1,Married,39200,2,Y,No,14,3,1,80,1,17,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,4,Science,1,341,1,Male,4,2,Manufacturing Director,3,Married,64340,4,Y,No,17,3,4,80,1,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,3,Medical,1,342,1,Male,3,3,Manufacturing Director,3,Divorced,100480,6,Y,No,11,3,2,80,2,17,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,4,Technical Degree,1,343,3,Female,3,3,Healthcare Representative,3,Single,109380,0,Y,No,25,4,4,80,0,20,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,3,Science,1,346,3,Male,3,1,Research Scientist,4,Single,23400,1,Y,No,19,3,1,80,0,6,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,2,Science,1,347,4,Female,4,2,Research Scientist,1,Single,65450,3,Y,Yes,13,3,3,80,0,10,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,2,Marketing,1,349,4,Male,3,2,Sales Executive,4,Divorced,69310,2,Y,No,14,3,4,80,1,10,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,3,Science,1,350,1,Female,3,2,Manufacturing Director,3,Married,48980,0,Y,No,12,3,4,80,2,5,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,3,Medical,1,351,4,Female,2,1,Laboratory Technician,1,Divorced,25930,0,Y,Yes,11,3,3,80,1,10,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,2,Medical,1,352,1,Male,3,5,Research Director,3,Divorced,194360,0,Y,No,19,3,4,80,1,22,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,3,Science,1,353,3,Male,3,1,Research Scientist,4,Married,27230,1,Y,No,11,3,2,80,0,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,2,Medical,1,355,3,Male,2,1,Laboratory Technician,2,Single,34790,0,Y,No,11,3,2,80,0,6,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,3,Science,1,359,2,Male,4,1,Laboratory Technician,2,Married,27940,1,Y,No,20,4,3,80,0,5,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,2,Science,1,361,4,Male,2,2,Sales Executive,4,Married,52490,3,Y,No,18,3,4,80,1,13,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,1,Technical Degree,1,362,4,Male,2,2,Laboratory Technician,1,Single,21760,4,Y,No,13,3,4,80,0,9,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,3,Technical Degree,1,363,3,Female,1,4,Manager,2,Married,168720,3,Y,Yes,12,3,2,80,1,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,4,Science,1,364,1,Male,3,1,Laboratory Technician,3,Single,34850,2,Y,No,11,3,3,80,0,5,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,3,Medical,1,366,1,Male,2,2,Sales Executive,2,Married,66440,2,Y,No,19,3,2,80,2,10,2,3,0,0,0,0
31,No,Travel_Rarely,Research & Development,23,3,Medical,1,367,2,Male,2,2,Healthcare Representative,4,Married,55820,0,Y,No,21,4,2,80,1,10,2,3,9,0,7,8
25,No,Non-Travel,Research & Development,5,2,Science,1,369,2,Male,4,2,Healthcare Representative,1,Divorced,40000,1,Y,No,12,3,4,80,2,6,2,3,6,3,1,5
45,No,Travel_Rarely,Research & Development,20,2,Medical,1,372,3,Male,3,4,Healthcare Representative,4,Married,134960,0,Y,Yes,14,3,2,80,0,21,2,3,20,7,4,10
36,No,Travel_Rarely,Research & Development,6,3,Science,1,373,4,Male,3,1,Laboratory Technician,4,Married,32100,0,Y,No,11,3,3,80,1,16,4,3,15,13,10,11
55,No,Travel_Rarely,Research & Development,1,3,Medical,1,374,4,Male,3,5,Manager,1,Single,190450,0,Y,Yes,14,3,3,80,0,37,2,3,36,10,4,13
47,Yes,Non-Travel,Research & Development,29,4,Science,1,376,1,Male,3,3,Manager,2,Married,118490,1,Y,Yes,12,3,4,80,1,10,2,2,10,7,9,9
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,377,4,Male,3,1,Research Scientist,4,Married,20700,1,Y,No,23,4,4,80,1,5,3,2,5,2,0,4
37,No,Travel_Rarely,Sales,6,4,Medical,1,378,3,Male,3,2,Sales Executive,4,Married,65020,4,Y,No,14,3,2,80,1,7,5,4,5,4,0,1
21,No,Travel_Rarely,Research & Development,3,2,Medical,1,379,4,Male,2,1,Research Scientist,3,Single,32300,1,Y,No,17,3,1,80,0,3,4,4,3,2,1,0
37,No,Non-Travel,Research & Development,1,4,Medical,1,380,1,Female,3,3,Research Director,4,Divorced,136030,2,Y,Yes,18,3,1,80,2,15,2,3,5,2,0,2
35,No,Travel_Rarely,Research & Development,22,3,Science,1,381,2,Female,4,3,Manager,2,Divorced,119960,7,Y,No,18,3,2,80,1,10,6,2,7,7,6,2
38,No,Travel_Rarely,Sales,7,2,Medical,1,382,1,Female,4,2,Sales Executive,1,Divorced,56050,1,Y,Yes,24,4,3,80,1,8,3,3,8,0,7,7
26,No,Travel_Frequently,Research & Development,1,3,Science,1,384,3,Female,3,2,Manufacturing Director,2,Divorced,63970,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4
50,No,Travel_Rarely,Research & Development,4,1,Science,1,385,1,Male,3,5,Research Director,2,Divorced,191440,3,Y,No,14,3,1,80,2,28,4,2,10,4,1,6
53,No,Travel_Rarely,Research & Development,3,4,Medical,1,386,3,Male,3,4,Research Director,3,Married,175840,3,Y,Yes,16,3,4,80,3,21,5,2,5,3,1,3
42,No,Travel_Rarely,Sales,1,1,Science,1,387,2,Male,3,2,Sales Executive,3,Married,49070,1,Y,No,25,4,3,80,0,20,3,3,20,16,11,6
29,No,Travel_Frequently,Sales,2,2,Science,1,388,2,Male,3,2,Sales Executive,4,Single,45540,1,Y,No,18,3,1,80,0,10,3,2,10,7,0,9
55,No,Travel_Rarely,Research & Development,20,2,Technical Degree,1,389,2,Male,3,2,Laboratory Technician,4,Married,54150,3,Y,Yes,19,3,4,80,1,12,4,3,10,7,0,8
26,No,Travel_Frequently,Research & Development,11,2,Medical,1,390,1,Male,3,2,Healthcare Representative,1,Married,47410,1,Y,Yes,13,3,3,80,1,5,3,3,5,3,3,3
37,No,Travel_Rarely,Research & Development,1,3,Science,1,391,4,Female,3,1,Research Scientist,4,Single,21150,1,Y,No,12,3,2,80,0,17,3,3,17,12,5,7
44,Yes,Travel_Frequently,Research & Development,24,3,Science,1,392,4,Male,3,1,Laboratory Technician,3,Divorced,31610,3,Y,Yes,22,4,4,80,1,19,0,1,1,0,0,0
38,No,Travel_Rarely,Research & Development,23,4,Science,1,393,4,Male,3,2,Healthcare Representative,4,Divorced,57450,9,Y,No,14,3,2,80,1,10,2,3,2,2,1,2
26,Yes,Travel_Rarely,Research & Development,16,4,Medical,1,394,1,Male,3,1,Laboratory Technician,2,Divorced,23730,2,Y,Yes,13,3,4,80,1,5,2,3,3,2,0,2
28,No,Travel_Rarely,Research & Development,8,2,Science,1,395,4,Female,3,1,Research Scientist,4,Single,33100,1,Y,No,21,4,4,80,0,5,3,3,5,3,0,2
49,No,Travel_Frequently,Research & Development,10,4,Science,1,396,3,Female,3,5,Research Director,1,Single,186650,9,Y,Yes,11,3,4,80,0,22,4,3,3,2,1,2
36,No,Travel_Rarely,Research & Development,3,3,Technical Degree,1,397,3,Male,3,2,Research Scientist,2,Single,44850,4,Y,No,12,3,4,80,0,10,2,3,8,0,7,7
31,No,Travel_Frequently,Sales,5,3,Marketing,1,399,4,Female,3,1,Sales Representative,2,Divorced,27890,1,Y,No,11,3,3,80,1,2,5,2,2,2,2,2
26,Yes,Travel_Rarely,Sales,4,4,Marketing,1,401,4,Male,2,2,Sales Executive,4,Single,58280,1,Y,Yes,12,3,2,80,0,8,0,3,8,7,7,4
37,No,Travel_Frequently,Research & Development,9,3,Medical,1,403,2,Male,3,1,Research Scientist,4,Married,23260,1,Y,Yes,12,3,3,80,3,4,3,2,4,2,1,2
42,No,Travel_Frequently,Sales,26,3,Marketing,1,404,3,Female,3,4,Sales Executive,2,Married,135250,5,Y,No,14,3,4,80,1,23,2,4,20,4,4,8
18,Yes,Travel_Rarely,Research & Development,3,3,Science,1,405,3,Male,3,1,Laboratory Technician,3,Single,14200,1,Y,No,13,3,3,80,0,0,2,3,0,0,0,0
35,No,Travel_Rarely,Sales,16,3,Marketing,1,406,3,Male,3,3,Sales Executive,2,Married,80200,0,Y,No,15,3,3,80,2,12,3,2,11,9,6,9
36,No,Travel_Frequently,Research & Development,18,4,Science,1,407,3,Male,4,1,Laboratory Technician,4,Married,36880,4,Y,No,18,3,4,80,2,4,2,3,1,0,0,0
51,No,Travel_Rarely,Research & Development,2,3,Medical,1,408,4,Male,1,2,Manufacturing Director,2,Divorced,54820,5,Y,No,18,3,4,80,1,13,3,3,4,1,1,2
41,No,Travel_Rarely,Sales,2,4,Science,1,410,4,Male,3,4,Manager,2,Single,160150,1,Y,No,19,3,2,80,0,22,2,3,22,10,0,4
18,No,Travel_Rarely,Sales,10,3,Medical,1,411,4,Female,2,1,Sales Representative,3,Single,12000,1,Y,No,12,3,1,80,0,0,2,3,0,0,0,0
28,No,Travel_Rarely,Research & Development,16,2,Medical,1,412,2,Male,4,2,Healthcare Representative,1,Single,56610,0,Y,No,19,3,3,80,0,9,2,3,8,3,0,7
31,No,Travel_Rarely,Sales,7,3,Technical Degree,1,416,2,Male,4,2,Sales Executive,4,Married,69290,4,Y,No,11,3,2,80,1,10,3,2,8,7,7,7
39,No,Travel_Rarely,Research & Development,1,3,Medical,1,417,3,Male,4,3,Healthcare Representative,4,Divorced,96130,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7
36,No,Non-Travel,Research & Development,24,4,Science,1,419,2,Female,3,2,Laboratory Technician,2,Married,56740,7,Y,No,15,3,3,80,1,11,3,3,9,8,0,8
32,No,Travel_Rarely,Sales,7,3,Science,1,420,4,Male,2,2,Sales Executive,3,Married,54840,1,Y,No,14,3,3,80,1,13,3,2,13,8,4,8
38,No,Travel_Rarely,Research & Development,25,2,Science,1,421,1,Female,2,3,Research Director,2,Married,120610,3,Y,No,17,3,3,80,1,19,2,3,10,8,0,1
58,No,Non-Travel,Research & Development,1,4,Science,1,422,4,Male,1,2,Healthcare Representative,3,Divorced,56600,2,Y,Yes,13,3,4,80,1,12,2,3,5,3,1,2
31,No,Travel_Rarely,Research & Development,5,4,Technical Degree,1,423,3,Male,3,1,Research Scientist,4,Married,48210,0,Y,Yes,12,3,3,80,1,6,4,3,5,2,0,3
31,No,Travel_Rarely,Human Resources,2,3,Human Resources,1,424,1,Male,2,2,Human Resources,1,Married,64100,3,Y,No,12,3,4,80,0,9,1,3,2,2,1,0
45,No,Travel_Frequently,Research & Development,7,3,Science,1,425,1,Male,3,3,Laboratory Technician,1,Divorced,52100,1,Y,No,18,3,1,80,1,24,2,3,24,9,9,11
31,No,Travel_Rarely,Research & Development,2,4,Science,1,426,3,Male,3,1,Research Scientist,4,Divorced,26950,0,Y,Yes,18,3,2,80,1,3,2,1,2,2,2,2
